Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
strSQL = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:32:39,2024-01-22 18:32:39,0.002s,PASSED
connection = DriverManager.getConnection(dbURL),Chrome 120.0.0.0,,,2024-01-22 18:32:39,2024-01-22 18:33:34,54.870s,PASSED
statement = connection.createStatement(),Chrome 120.0.0.0,,,2024-01-22 18:33:34,2024-01-22 18:33:34,0.015s,PASSED
try,Chrome 120.0.0.0,,,2024-01-22 18:33:34,2024-01-22 18:33:34,0.001s,PASSED
"excelFilePath = ""C:\Fadli\GetPrice.xlsx""",Chrome 120.0.0.0,,,2024-01-22 18:33:34,2024-01-22 18:33:34,0.000s,PASSED
"sheetName = ""Sheet1""",Chrome 120.0.0.0,,,2024-01-22 18:33:34,2024-01-22 18:33:34,0.001s,PASSED
workbook01 = getWorkbook(excelFilePath),Chrome 120.0.0.0,,,2024-01-22 18:33:34,2024-01-22 18:33:35,0.620s,PASSED
"sheet01 = getExcelSheet(workbook01, sheetName)",Chrome 120.0.0.0,,,2024-01-22 18:33:35,2024-01-22 18:33:35,0.001s,PASSED
"numTot = numTot = getCellValueByIndex(sheet01, 0, 0)",Chrome 120.0.0.0,,,2024-01-22 18:33:35,2024-01-22 18:33:35,0.014s,PASSED
while (d.isBefore(endDate) || d.equals(endDate)),Chrome 120.0.0.0,,,2024-01-22 18:33:35,2024-01-22 18:50:24,16m - 48.792s,ERROR
